type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Re_cleaned,Rct_cleaned
charge,[2.01e+03 7.00e+00 2.80e+01 2.30e+01 1.30e+01 7.96e-01],4,B0045,49,234,00234.csv,,,,,
discharge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 1.4000e+01 2.9703e+01],4,B0045,50,235,00235.csv,0,,,,
charge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 5.5000e+01 5.2843e+01],4,B0045,51,236,00236.csv,,,,,
discharge,[2010.       7.      29.       5.      57.      18.515],4,B0045,52,237,00237.csv,0.7308525593793626,,,,
charge,[2010.       7.      29.       7.      27.      57.484],4,B0045,53,238,00238.csv,,,,,
discharge,[2010.       7.      29.      10.      29.      29.765],4,B0045,54,239,00239.csv,0.7287255851177903,,,,
charge,[2010.       7.      29.      11.      56.      11.593],4,B0045,55,240,00240.csv,,,,,
discharge,[2010.       7.      29.      14.      57.      39.921],4,B0045,56,241,00241.csv,0.7161023377036263,,,,
impedance,[2010.      7.     29.     16.     27.     30.14],24,B0045,57,242,00242.csv,,0.0755358545326525,0.2269630254879895,0.0755358545326525,0.2269630254879895
charge,[2010.       7.      29.      16.      59.      23.625],4,B0045,58,243,00243.csv,,,,,
impedance,[2010.       7.      29.      20.       4.      55.562],24,B0045,59,244,00244.csv,,0.0698056336440426,0.2313917989646665,0.0698056336440426,0.2313917989646665
discharge,[2010.       7.      29.      20.      36.      49.093],4,B0045,60,245,00245.csv,0.7129204834988017,,,,
charge,[2.0100e+03 7.0000e+00 2.9000e+01 2.2000e+01 2.0000e+00 1.5765e+01],4,B0045,61,246,00246.csv,,,,,
discharge,[2.0100e+03 7.0000e+00 3.0000e+01 1.0000e+00 3.0000e+00 4.8203e+01],4,B0045,62,247,00247.csv,0.7141991829499618,,,,
charge,[2.0100e+03 7.0000e+00 3.0000e+01 2.0000e+00 2.8000e+01 4.1125e+01],4,B0045,63,248,00248.csv,,,,,
discharge,[2010.       7.      30.       5.      30.      13.453],4,B0045,64,249,00249.csv,0.7190570819844222,,,,
charge,[2010.       7.      30.       6.      54.      35.109],4,B0045,65,250,00250.csv,,,,,
discharge,[2010.       7.      30.       9.      56.       7.796],4,B0045,66,251,00251.csv,0.7173975428775917,,,,
charge,[2010.       7.      30.      11.      19.      35.093],4,B0045,67,252,00252.csv,,,,,
discharge,[2010.       7.      30.      14.      21.       3.875],4,B0045,68,253,00253.csv,0.7071027496463946,,,,
impedance,[2010.       7.      30.      15.      48.      12.125],24,B0045,69,254,00254.csv,,0.0752406384854862,0.236067929047247,0.0752406384854862,0.236067929047247
charge,[2010    7   30   16   20    6],4,B0045,70,255,00255.csv,,,,,
impedance,[2010.       7.      30.      19.      25.      34.984],24,B0045,71,256,00256.csv,,0.0695030163003846,0.2267345841606366,0.0695030163003846,0.2267345841606366
discharge,[2010.       7.      30.      19.      57.      28.859],4,B0045,72,257,00257.csv,0.703531206505542,,,,
charge,[2010.       7.      30.      21.      20.      14.843],4,B0045,73,258,00258.csv,,,,,
discharge,[2010.       7.      31.       0.      21.      41.812],4,B0045,74,259,00259.csv,0.6941108278958862,,,,
charge,[2.0100e+03 7.0000e+00 3.1000e+01 1.0000e+00 4.3000e+01 5.7734e+01],4,B0045,75,260,00260.csv,,,,,
discharge,[2010.       7.      31.       4.      45.      24.171],4,B0045,76,261,00261.csv,0.6914114388869608,,,,
charge,[2010.       7.      31.       6.       7.       5.562],4,B0045,77,262,00262.csv,,,,,
discharge,[2010.       7.      31.       9.       8.      38.406],4,B0045,78,263,00263.csv,0.6971551798505504,,,,
charge,[2010.       7.      31.      10.      29.      39.359],4,B0045,79,264,00264.csv,,,,,
discharge,[2010.       7.      31.      13.      31.       7.296],4,B0045,80,265,00265.csv,0.6832460217432723,,,,
impedance,[2010.       7.      31.      14.      55.      48.421],24,B0045,81,266,00266.csv,,0.0755782521876997,0.2381588363945259,0.0755782521876997,0.2381588363945259
charge,[2010.       7.      31.      15.      27.      42.562],4,B0045,82,267,00267.csv,,,,,
impedance,[2010.       7.      31.      18.      33.      11.796],24,B0045,83,268,00268.csv,,0.0694793009922898,0.2233163378120357,0.0694793009922898,0.2233163378120357
discharge,[2010.       8.       3.      15.      52.      53.046],4,B0045,84,269,00269.csv,0.6822029317493292,,,,
impedance,[2010.       8.       3.      17.      20.      28.062],24,B0045,85,270,00270.csv,,0.0751481556975674,0.2380585749785805,0.0751481556975674,0.2380585749785805
charge,[2010.       8.       3.      17.      52.      22.375],4,B0045,86,271,00271.csv,,,,,
impedance,[2010.       8.       3.      20.      57.      49.484],24,B0045,87,272,00272.csv,,0.0695340067217323,0.2235368973793861,0.0695340067217323,0.2235368973793861
discharge,[2010.       8.       3.      21.      29.      43.953],4,B0045,88,273,00273.csv,0.7289529213213379,,,,
charge,[2010.       8.       3.      22.      54.      43.062],4,B0045,89,274,00274.csv,,,,,
discharge,[2.0100e+03 8.0000e+00 4.0000e+00 1.0000e+00 5.6000e+01 1.2734e+01],4,B0045,90,275,00275.csv,0.7139321758287004,,,,
charge,[2010.      8.      4.      3.     19.     23.25],4,B0045,91,276,00276.csv,,,,,
discharge,[2010.       8.       4.       6.      20.      57.078],4,B0045,92,277,00277.csv,0.6957731747455482,,,,
charge,[2010.       8.       4.       7.      43.      19.828],4,B0045,93,278,00278.csv,,,,,
discharge,[2010.      8.      4.     10.     44.     49.39],4,B0045,94,279,00279.csv,0.7018312962317095,,,,
charge,[2010.       8.       4.      12.       6.      28.531],4,B0045,95,280,00280.csv,,,,,
discharge,[2010.       8.       4.      15.       7.      58.828],4,B0045,96,281,00281.csv,0.6911808244378487,,,,
impedance,[2010.       8.       4.      16.      32.      38.906],24,B0045,97,282,00282.csv,,0.0778426893303537,0.2548749917913578,0.0778426893303537,0.2548749917913578
charge,[2010.       8.       4.      17.       4.      33.625],4,B0045,98,283,00283.csv,,,,,
impedance,[2010.       8.       4.      20.      10.       4.812],24,B0045,99,284,00284.csv,,0.0702885052840268,0.2247695414345832,0.0702885052840268,0.2247695414345832
discharge,[2010.     8.     4.    20.    41.    59.5],4,B0045,100,285,00285.csv,0.6843279752855028,,,,
charge,[2.0100e+03 8.0000e+00 4.0000e+00 2.2000e+01 2.0000e+00 3.3781e+01],4,B0045,101,286,00286.csv,,,,,
discharge,[2.010e+03 8.000e+00 5.000e+00 1.000e+00 4.000e+00 3.312e+00],4,B0045,102,287,00287.csv,0.6741394908812485,,,,
charge,[2.0100e+03 8.0000e+00 5.0000e+00 2.0000e+00 2.3000e+01 3.5171e+01],4,B0045,103,288,00288.csv,,,,,
discharge,[2010.       8.       5.       5.      25.       7.906],4,B0045,104,289,00289.csv,0.6670070174301739,,,,
charge,[2010.       8.       5.       6.      44.       4.281],4,B0045,105,290,00290.csv,,,,,
discharge,[2010.      8.      5.      9.     45.     36.39],4,B0045,106,291,00291.csv,0.6804085117374855,,,,
charge,[2010.       8.       5.      11.       4.      13.765],4,B0045,107,292,00292.csv,,,,,
discharge,[2010.       8.       5.      14.       5.      44.828],4,B0045,108,293,00293.csv,0.6617864063235485,,,,
impedance,[2010.       8.       5.      15.      27.      47.125],24,B0045,109,294,00294.csv,,0.0766566181928642,0.2524318071765449,0.0766566181928642,0.2524318071765449
charge,[2010.       8.       5.      15.      59.      42.062],4,B0045,110,295,00295.csv,,,,,
impedance,[2010.       8.       5.      19.       5.      13.171],24,B0045,111,296,00296.csv,,0.0726562463919995,0.2175193036547894,0.0726562463919995,0.2175193036547894
discharge,[2010.       8.       5.      19.      37.       8.125],4,B0045,112,297,00297.csv,0.6623168733492338,,,,
charge,[2010.       8.       5.      20.      54.      47.218],4,B0045,113,298,00298.csv,,,,,
discharge,[2010.       8.       5.      23.      56.      22.437],4,B0045,114,299,00299.csv,0.6679358357181778,,,,
charge,[2.0100e+03 8.0000e+00 6.0000e+00 1.0000e+00 1.3000e+01 2.8265e+01],4,B0045,115,300,00300.csv,,,,,
discharge,[2010.       8.       6.       4.      15.       3.234],4,B0045,116,301,00301.csv,0.6488990885270688,,,,
charge,[2010.       8.       6.       5.      31.      48.156],4,B0045,117,302,00302.csv,,,,,
discharge,[2010.      8.      6.      8.     33.     24.75],4,B0045,118,303,00303.csv,0.6503639129625527,,,,
charge,[2010.       8.       6.       9.      49.      49.937],4,B0045,119,304,00304.csv,,,,,
discharge,[2010    8    6   12   51   21],4,B0045,120,305,00305.csv,0.6572077690202801,,,,
impedance,[2010.       8.       6.      14.      11.      12.234],24,B0045,121,306,00306.csv,,0.0766631114153281,0.268866501378989,0.0766631114153281,0.268866501378989
charge,[2010.       8.       6.      14.      43.       7.578],4,B0045,122,307,00307.csv,,,,,
impedance,[2010.       8.       6.      17.      48.      41.937],24,B0045,123,308,00308.csv,,0.0716877344637498,0.2494326006958125,0.0716877344637498,0.2494326006958125
discharge,[2010.       8.       6.      18.      20.      37.375],4,B0045,124,309,00309.csv,0.6363517458476216,,,,
charge,[2010.       8.       6.      19.      36.      20.187],4,B0045,125,310,00310.csv,,,,,
discharge,[2010.       8.       6.      22.      37.      51.968],4,B0045,126,311,00311.csv,0.6536449360948587,,,,
charge,[2010.      8.      6.     23.     53.     10.89],4,B0045,127,312,00312.csv,,,,,
discharge,[2.0100e+03 8.0000e+00 7.0000e+00 2.0000e+00 5.4000e+01 4.6296e+01],4,B0045,128,313,00313.csv,0.6391428272150887,,,,
charge,[2010.       8.       7.       4.       9.      31.812],4,B0045,129,314,00314.csv,,,,,
discharge,[2010.       8.       7.       7.      11.       8.671],4,B0045,130,315,00315.csv,0.6482206049496236,,,,
charge,[2010.       8.       7.       8.      25.      18.796],4,B0045,131,316,00316.csv,,,,,
discharge,[2010.       8.       7.      11.      26.      50.984],4,B0045,132,317,00317.csv,0.6287957471922729,,,,
impedance,[2010.       8.       7.      12.      32.      26.234],24,B0045,133,318,00318.csv,,0.0765104353440425,0.2518232270228343,0.0765104353440425,0.2518232270228343
charge,[2010.       8.       7.      13.       4.      21.953],4,B0045,134,319,00319.csv,,,,,
impedance,[2010.      8.      7.     16.      9.     53.89],24,B0045,135,320,00320.csv,,0.0716378959549494,0.2435673721882546,0.0716378959549494,0.2435673721882546
discharge,[2010.       8.      10.      15.      39.      28.921],4,B0045,136,321,00321.csv,0.6380571850193401,,,,
impedance,[2010.       8.      10.      17.       4.      18.343],24,B0045,137,322,00322.csv,,0.0790344049283637,0.2539874762415775,0.0790344049283637,0.2539874762415775
charge,[2010.       8.      10.      17.      36.      14.109],4,B0045,138,323,00323.csv,,,,,
impedance,[2010.       8.      10.      20.      41.      53.921],24,B0045,139,324,00324.csv,,0.0730922991159811,0.2405556600424316,0.0730922991159811,0.2405556600424316
discharge,[2010.      8.     10.     21.     13.     49.64],4,B0045,140,325,00325.csv,0.6554825047832906,,,,
charge,[2010.       8.      10.      22.      33.      31.875],4,B0045,141,326,00326.csv,,,,,
discharge,[2.010e+03 8.000e+00 1.100e+01 1.000e+00 3.500e+01 2.781e+00],4,B0045,142,327,00327.csv,0.6484934835397033,,,,
charge,[2.0100e+03 8.0000e+00 1.1000e+01 2.0000e+00 5.3000e+01 2.2453e+01],4,B0045,143,328,00328.csv,,,,,
discharge,[2010.       8.      11.       5.      54.      59.281],4,B0045,144,329,00329.csv,0.6454071687844921,,,,
charge,[2010.       8.      11.       7.      12.      27.125],4,B0045,145,330,00330.csv,,,,,
discharge,[2010.       8.      11.      10.      14.       4.421],4,B0045,146,331,00331.csv,0.6427008031845645,,,,
charge,[2010.       8.      11.      11.      31.      14.703],4,B0045,147,332,00332.csv,,,,,
discharge,[2010.       8.      11.      14.      32.      46.656],4,B0045,148,333,00333.csv,0.6352454880802477,,,,
impedance,[2010.     8.    11.    15.    53.    17.5],24,B0045,149,334,00334.csv,,0.0781996257757523,0.260276171288156,0.0781996257757523,0.260276171288156
charge,[2010.       8.      11.      16.      25.      13.593],4,B0045,150,335,00335.csv,,,,,
impedance,[2010.       8.      11.      19.      30.      44.109],24,B0045,151,336,00336.csv,,0.0719619701337601,0.2371062702958198,0.0719619701337601,0.2371062702958198
discharge,[2010.       8.      12.      12.      34.      22.109],4,B0045,152,337,00337.csv,0.6156760019587869,,,,
impedance,[2010    8   12   13   55   19],24,B0045,153,338,00338.csv,,0.0767881457103539,0.2441680163515987,0.0767881457103539,0.2441680163515987
charge,[2010.      8.     12.     14.     27.     15.14],4,B0045,154,339,00339.csv,,,,,
impedance,[2010.       8.      12.      17.      32.      50.875],24,B0045,155,340,00340.csv,,0.0733904425683212,0.2523682559402184,0.0733904425683212,0.2523682559402184
discharge,[2010.       8.      12.      18.       4.      47.218],4,B0045,156,341,00341.csv,0.6170833682807023,,,,
charge,[2010.       8.      12.      19.      22.      39.406],4,B0045,157,342,00342.csv,,,,,
discharge,[2010.       8.      12.      22.      24.      12.484],4,B0045,158,343,00343.csv,0.6434227390858672,,,,
charge,[2010.       8.      12.      23.      40.      56.125],4,B0045,159,344,00344.csv,,,,,
discharge,[2.0100e+03 8.0000e+00 1.3000e+01 2.0000e+00 4.2000e+01 3.2031e+01],4,B0045,160,345,00345.csv,0.6278124433742752,,,,
charge,[2010.       8.      13.       3.      58.       7.187],4,B0045,161,346,00346.csv,,,,,
discharge,[2010.       8.      13.       6.      59.      39.343],4,B0045,162,347,00347.csv,0.6290078315253372,,,,
charge,[2010.       8.      13.       8.      14.      54.843],4,B0045,163,348,00348.csv,,,,,
discharge,[2010.       8.      13.      11.      16.      29.328],4,B0045,164,349,00349.csv,0,,,,
impedance,[2010.       8.      13.      11.      55.      20.859],24,B0045,165,350,00350.csv,,0.0771016877189637,0.2338087457890257,0.0771016877189637,0.2338087457890257
charge,[2010.       8.      13.      12.      27.      18.593],4,B0045,166,351,00351.csv,,,,,
impedance,[2010.       8.      13.      15.      32.      55.359],24,B0045,167,352,00352.csv,,0.0739103213992939,0.2501676896592772,0.0739103213992939,0.2501676896592772
discharge,[2010.       8.      16.      10.      57.       7.937],4,B0045,168,353,00353.csv,0.6266355568292261,,,,
impedance,[2010.       8.      16.      12.      24.      17.453],24,B0045,169,354,00354.csv,,0.0764435444587968,0.256447267226129,0.0764435444587968,0.256447267226129
charge,[2010.       8.      16.      12.      56.      14.546],4,B0045,170,355,00355.csv,,,,,
impedance,[2.0100e+03 8.0000e+00 1.6000e+01 1.6000e+01 1.0000e+00 5.2046e+01],24,B0045,171,356,00356.csv,,0.0730330884492115,0.233874591829985,0.0730330884492115,0.233874591829985
discharge,[2010.       8.      16.      16.      33.      48.968],4,B0045,172,357,00357.csv,0.6495813516716594,,,,
charge,[2010.       8.      16.      17.      53.      19.203],4,B0045,173,358,00358.csv,,,,,
discharge,[2010.       8.      16.      20.      54.      56.609],4,B0045,174,359,00359.csv,0.6337485177966306,,,,
charge,[2010.       8.      16.      22.      13.       2.812],4,B0045,175,360,00360.csv,,,,,
discharge,[2.0100e+03 8.0000e+00 1.7000e+01 1.0000e+00 1.4000e+01 4.2109e+01],4,B0045,176,361,00361.csv,0.6298550929085645,,,,
charge,[2010    8   17    2   32   20],4,B0045,177,362,00362.csv,,,,,
discharge,[2010.       8.      17.       5.      33.      53.718],4,B0045,178,363,00363.csv,0.6183063778386736,,,,
charge,[2010.       8.      17.       6.      50.      25.203],4,B0045,179,364,00364.csv,,,,,
discharge,[2010.       8.      17.       9.      52.       5.375],4,B0045,180,365,00365.csv,0.6069476168507777,,,,
impedance,[2.010e+03 8.000e+00 1.700e+01 1.100e+01 1.200e+01 1.125e+00],24,B0045,181,366,00366.csv,,0.0779270901180839,0.2528231787923866,0.0779270901180839,0.2528231787923866
charge,[2010.       8.      17.      11.      43.      58.265],4,B0045,182,367,00367.csv,,,,,
impedance,[2010.       8.      17.      14.      49.      38.671],24,B0045,183,368,00368.csv,,0.0739103523100071,0.2387794675974608,0.0739103523100071,0.2387794675974608
discharge,[2010.       7.      21.      15.       0.      35.093],4,B0048,0,369,00369.csv,1.6579955793677608,,,,
impedance,[2010.       7.      21.      16.      53.      45.968],24,B0048,1,370,00370.csv,,0.0779907788241835,0.2397489389891594,0.0779907788241835,0.2397489389891594
charge,[2010.       7.      21.      17.      25.      40.671],4,B0048,2,371,00371.csv,,,,,
impedance,[2010    7   21   20   31    5],24,B0048,3,372,00372.csv,,0.07486242670723,0.2118441290131373,0.07486242670723,0.2118441290131373
discharge,[2.0100e+03 7.0000e+00 2.1000e+01 2.1000e+01 2.0000e+00 5.6984e+01],4,B0048,4,373,00373.csv,1.5076933476098775,,,,
charge,[2010.       7.      21.      22.      38.      43.484],4,B0048,5,374,00374.csv,,,,,
discharge,[2.010e+03 7.000e+00 2.200e+01 1.000e+00 4.000e+01 6.218e+00],4,B0048,6,375,00375.csv,1.4989223343608031,,,,
charge,[2010.       7.      22.       3.      14.      53.218],4,B0048,7,376,00376.csv,,,,,
discharge,[2010.       7.      22.       6.      16.      21.781],4,B0048,8,377,00377.csv,1.4782919502497789,,,,
charge,[2010.       7.      22.       7.      50.      21.625],4,B0048,9,378,00378.csv,,,,,
discharge,[2010.       7.      22.      10.      51.      48.203],4,B0048,10,379,00379.csv,1.461856891390611,,,,
charge,[2010.       7.      22.      12.      25.       3.656],4,B0048,11,380,00380.csv,,,,,
